dbo|Antiguedad|11|upsize_ts|timestamp|NULL|NUL|NULL|YES
dbo|ArchivoRetencion|1|RifAgente|nvarchar|50|NUL|NULL|YES
dbo|ArchivoRetencion|2|Periodo|varchar|6|NUL|NULL|YES
dbo|ArchivoRetencion|3|Fecha|varchar|10|NUL|NULL|YES
dbo|ArchivoRetencion|4|TipoOper|varchar|1|NUL|NULL|NO
dbo|ArchivoRetencion|5|TipoDocu|nvarchar|20|NUL|NULL|YES
dbo|ArchivoRetencion|6|Rif_Proveedor|varchar|8000|NUL|NULL|YES
dbo|ArchivoRetencion|7|Num_Fact|varchar|8000|NUL|NULL|YES
dbo|ArchivoRetencion|8|NUM_CONTROL|nvarchar|25|NUL|NULL|YES
dbo|ArchivoRetencion|9|TOTAL|float|NULL|53|NULL|YES
dbo|ArchivoRetencion|10|BaseImponible|float|NULL|53|NULL|YES
dbo|ArchivoRetencion|11|IvaRetenido|float|NULL|53|NULL|YES
dbo|ArchivoRetencion|12|Documento_Afectado|nvarchar|50|NUL|NULL|YES
dbo|ArchivoRetencion|13|Nro_Comprobante|nvarchar|50|NUL|NULL|YES
dbo|ArchivoRetencion|14|EXENTO|float|NULL|53|NULL|YES
dbo|ArchivoRetencion|15|ALICUOTA|float|NULL|53|NULL|YES
dbo|ArchivoRetencion|16|Expediente|varchar|1|NUL|NULL|NO
dbo|ArchivoRetencion|17|FECHA_PAGO|datetime|NULL|NUL|NULL|YES
dbo|BackInStockSubscription|1|Id|int|NULL|10|0|NO
dbo|BackInStockSubscription|2|ProductVariantId|int|NULL|10|0|NO
dbo|BackInStockSubscription|3|CustomerId|int|NULL|10|0|NO
dbo|BackInStockSubscription|4|CreatedOnUtc|datetime|NULL|NUL|NULL|NO
dbo|Bancos|1|Nombre|nvarchar|30|NUL|NULL|NO
dbo|Bancos|2|Contacto|nvarchar|50|NUL|NULL|YES
dbo|Bancos|3|Direccion|nvarchar|50|NUL|NULL|YES
dbo|Bancos|4|Telefonos|nvarchar|10|NUL|NULL|YES
dbo|Bancos|5|Co_Usuario|nvarchar|10|NUL|NULL|YES
dbo|Bancos|6|upsize_ts|timestamp|NULL|NUL|NULL|YES
dbo|BlogComment|1|Id|int|NULL|10|0|NO
dbo|BlogComment|2|CommentText|nvarchar|-1|NUL|NULL|YES
dbo|BlogComment|3|BlogPostId|int|NULL|10|0|NO
dbo|BlogPost|1|Id|int|NULL|10|0|NO
dbo|BlogPost|2|LanguageId|int|NULL|10|0|NO
dbo|BlogPost|3|Title|nvarchar|-1|NUL|NULL|NO
dbo|BlogPost|4|Body|nvarchar|-1|NUL|NULL|NO
dbo|BlogPost|5|AllowComments|bit|NULL|NUL|NULL|NO
dbo|BlogPost|6|Tags|nvarchar|-1|NUL|NULL|YES
dbo|BlogPost|7|CreatedOnUtc|datetime|NULL|NUL|NULL|NO
dbo|Bloque|1|FECHA|datetime|NULL|NUL|NULL|NO
dbo|Bloque|2|FORMA|nvarchar|8|NUL|NULL|NO
dbo|Bloque|3|TOTAL|float|NULL|53|NULL|YES
dbo|Bloque|4|upsize_ts|timestamp|NULL|NUL|NULL|YES
dbo|Campaign|1|Id|int|NULL|10|0|NO
dbo|Campaign|2|Name|nvarchar|-1|NUL|NULL|NO
dbo|Campaign|3|Subject|nvarchar|-1|NUL|NULL|NO
dbo|Campaign|4|Body|nvarchar|-1|NUL|NULL|NO
dbo|Campaign|5|CreatedOnUtc|datetime|NULL|NUL|NULL|NO
dbo|CargaRetenciones|1|Id|int|NULL|10|0|NO
dbo|CargaRetenciones|2|num_fact|float|NULL|53|NULL|YES
dbo|CargaRetenciones|3|fecha|datetime|NULL|NUL|NULL|YES
dbo|CargaRetenciones|4|nombre|nvarchar|255|NUL|NULL|YES
dbo|CargaRetenciones|5|total|float|NULL|53|NULL|YES
dbo|CargaRetenciones|6|iva|float|NULL|53|NULL|YES
dbo|CargaRetenciones|7|tasa|float|NULL|53|NULL|YES
dbo|CargaRetenciones|8|fecha_retencion|datetime|NULL|NUL|NULL|YES
dbo|CargaRetenciones|9|numero_retencion|nvarchar|50|NUL|NULL|YES
dbo|CargaRetenciones|10|monto_retencion|float|NULL|53|NULL|YES
dbo|Cargos|1|Codigo|nvarchar|10|NUL|NULL|NO
dbo|Cargos|2|Cargo|nvarchar|50|NUL|NULL|YES
dbo|Cargos|3|Sueldo|float|NULL|53|NULL|YES
dbo|Categoria|1|Codigo|int|NULL|10|0|NO
dbo|Categoria|2|Nombre|nvarchar|50|NUL|NULL|NO
dbo|Categoria|3|Co_Usuario|nvarchar|10|NUL|NULL|YES
dbo|Categoria|4|upsize_ts|timestamp|NULL|NUL|NULL|YES
dbo|Categorias|1|Codigo|nvarchar|20|NUL|NULL|NO
dbo|Categorias|2|Nombre|nvarchar|50|NUL|NULL|YES
dbo|Categorias|3|Tipo|nvarchar|50|NUL|NULL|YES
dbo|Categorias|4|Impuesto|nvarchar|10|NUL|NULL|YES
dbo|Categorias|5|Co_Usuario|nvarchar|10|NUL|NULL|YES
dbo|Categorias|6|upsize_ts|timestamp|NULL|NUL|NULL|YES
dbo|Category|1|Id|int|NULL|10|0|NO
dbo|Category|2|Name|nvarchar|400|NUL|NULL|NO
dbo|Category|3|Description|nvarchar|-1|NUL|NULL|YES
dbo|Category|4|CategoryTemplateId|int|NULL|10|0|NO
dbo|Category|5|MetaKeywords|nvarchar|400|NUL|NULL|YES
dbo|Category|6|MetaDescription|nvarchar|-1|NUL|NULL|YES
dbo|Category|7|MetaTitle|nvarchar|400|NUL|NULL|YES
dbo|Category|8|SeName|nvarchar|200|NUL|NULL|YES
dbo|Category|9|ParentCategoryId|int|NULL|10|0|NO
dbo|Category|10|PictureId|int|NULL|10|0|NO
dbo|Category|11|PageSize|int|NULL|10|0|NO
dbo|Category|12|AllowCustomersToSelectPageSize|bit|NULL|NUL|NULL|NO
dbo|Category|13|PageSizeOptions|nvarchar|200|NUL|NULL|YES
dbo|Category|14|PriceRanges|nvarchar|400|NUL|NULL|YES
dbo|Category|15|ShowOnHomePage|bit|NULL|NUL|NULL|NO
dbo|Category|16|Published|bit|NULL|NUL|NULL|NO
dbo|Category|17|Deleted|bit|NULL|NUL|NULL|NO
dbo|Category|18|DisplayOrder|int|NULL|10|0|NO
dbo|Category|19|CreatedOnUtc|datetime|NULL|NUL|NULL|NO
dbo|Category|20|UpdatedOnUtc|datetime|NULL|NUL|NULL|NO
dbo|CategoryTemplate|1|Id|int|NULL|10|0|NO
dbo|CategoryTemplate|2|Name|nvarchar|400|NUL|NULL|NO
dbo|CategoryTemplate|3|ViewPath|nvarchar|400|NUL|NULL|NO
dbo|CategoryTemplate|4|DisplayOrder|int|NULL|10|0|NO
dbo|Centro_Costo|1|Codigo|nvarchar|10|NUL|NULL|NO
dbo|Centro_Costo|2|Descripcion|nvarchar|50|NUL|NULL|YES
dbo|Centro_Costo|3|Presupuestado|nvarchar|50|NUL|NULL|YES
dbo|Centro_Costo|4|Saldo_Real|nvarchar|50|NUL|NULL|YES
dbo|Centro_Costo|5|upsize_ts|timestamp|NULL|NUL|NULL|YES
dbo|CheckoutAttribute|1|Id|int|NULL|10|0|NO
dbo|CheckoutAttribute|2|Name|nvarchar|400|NUL|NULL|NO
dbo|CheckoutAttribute|3|TextPrompt|nvarchar|-1|NUL|NULL|YES
dbo|CheckoutAttribute|4|IsRequired|bit|NULL|NUL|NULL|NO
dbo|CheckoutAttribute|5|ShippableProductRequired|bit|NULL|NUL|NULL|NO
dbo|CheckoutAttribute|6|IsTaxExempt|bit|NULL|NUL|NULL|NO
dbo|CheckoutAttribute|7|TaxCategoryId|int|NULL|10|0|NO
dbo|CheckoutAttribute|8|AttributeControlTypeId|int|NULL|10|0|NO
dbo|CheckoutAttribute|9|DisplayOrder|int|NULL|10|0|NO
dbo|CheckoutAttributeValue|1|Id|int|NULL|10|0|NO
dbo|CheckoutAttributeValue|2|CheckoutAttributeId|int|NULL|10|0|NO
dbo|CheckoutAttributeValue|3|Name|nvarchar|400|NUL|NULL|NO
dbo|CheckoutAttributeValue|4|PriceAdjustment|decimal|NULL|18|4|NO
dbo|CheckoutAttributeValue|5|WeightAdjustment|decimal|NULL|18|4|NO
dbo|CheckoutAttributeValue|6|IsPreSelected|bit|NULL|NUL|NULL|NO
dbo|CheckoutAttributeValue|7|DisplayOrder|int|NULL|10|0|NO
dbo|Childrems|1|Codigo|int|NULL|10|0|NO
dbo|Childrems|2|Cliente|nvarchar|5|NUL|NULL|NO
dbo|Childrems|3|Nombre|nvarchar|50|NUL|NULL|YES
dbo|Childrems|4|Fecha_Nac|datetime|NULL|NUL|NULL|YES
dbo|Childrems|5|Descripcion|nvarchar|255|NUL|NULL|YES
dbo|Clases|1|Codigo|int|NULL|10|0|NO
dbo|Clases|2|Descripcion|nvarchar|25|NUL|NULL|YES
dbo|Clases|3|upsize_ts|timestamp|NULL|NUL|NULL|YES
dbo|Cliente|1|Rif|nvarchar|50|NUL|NULL|YES
dbo|Cliente|2|Nombre|nvarchar|255|NUL|NULL|YES
dbo|Cliente|3|Telefono|nvarchar|50|NUL|NULL|YES
dbo|Clientes|1|CODIGO|nvarchar|12|NUL|NULL|NO
dbo|Clientes|2|NOMBRE|nvarchar|255|NUL|NULL|YES
dbo|Clientes|3|RIF|nvarchar|20|NUL|NULL|YES
dbo|Clientes|4|NIT|nvarchar|20|NUL|NULL|YES
dbo|Clientes|5|DIRECCION|nvarchar|255|NUL|NULL|YES
dbo|Clientes|6|DIRECCION1|nvarchar|50|NUL|NULL|YES
dbo|Clientes|7|SUCURSAL|nvarchar|50|NUL|NULL|YES
dbo|Clientes|8|TELEFONO|nvarchar|60|NUL|NULL|YES
dbo|Clientes|9|SALDO_30|float|NULL|53|NULL|YES
dbo|Clientes|10|SALDO_60|float|NULL|53|NULL|YES
dbo|Clientes|11|SALDO_90|float|NULL|53|NULL|YES
dbo|Clientes|12|SALDO_91|float|NULL|53|NULL|YES
dbo|Clientes|13|SALDO_TOT|float|NULL|53|NULL|YES
dbo|Clientes|14|ULT_PAGO|datetime|NULL|NUL|NULL|YES
dbo|Clientes|15|ULT_REL|datetime|NULL|NUL|NULL|YES
dbo|Clientes|16|SALDO_RELACIONAR|float|NULL|53|NULL|YES
dbo|Clientes|17|LISTA_PRECIO|int|NULL|10|0|YES
dbo|Clientes|18|RELACION|nvarchar|1|NUL|NULL|YES
dbo|Clientes|19|COD_USUARIO|nvarchar|10|NUL|NULL|YES
dbo|Clientes|20|SALDO_30c|float|NULL|53|NULL|YES
dbo|Clientes|21|SALDO_60c|float|NULL|53|NULL|YES
dbo|Clientes|22|SALDO_90c|float|NULL|53|NULL|YES
dbo|Clientes|23|SALDO_91c|float|NULL|53|NULL|YES
dbo|Clientes|24|SALDO_TOTc|float|NULL|53|NULL|YES
dbo|Clientes|25|COBRAIVA|nvarchar|1|NUL|NULL|YES
dbo|Clientes|26|CAJA|nvarchar|10|NUL|NULL|YES
dbo|Clientes|27|LIMITE|float|NULL|53|NULL|YES
dbo|Clientes|28|CONTABLE|nvarchar|10|NUL|NULL|YES
dbo|Clientes|29|APARTADO|nvarchar|5|NUL|NULL|YES
dbo|Clientes|30|LISTA|float|NULL|53|NULL|YES
dbo|Clientes|31|ZONA|nvarchar|2|NUL|NULL|YES
dbo|Clientes|32|CONTACTO|nvarchar|30|NUL|NULL|YES
dbo|Clientes|33|VENDEDOR|nvarchar|4|NUL|NULL|YES
dbo|Clientes|34|CREDITO|float|NULL|53|NULL|YES
dbo|Clientes|35|ESTADO|nvarchar|20|NUL|NULL|YES
dbo|Clientes|36|CIUDAD|nvarchar|20|NUL|NULL|YES
dbo|Clientes|37|CPOSTAL|nvarchar|10|NUL|NULL|YES
